acousticness,bb_index,billboard_artist,billboard_name,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.00898,298.0,drake,back to back,0.635,170638.0,0.472,5lFDtgWsjRJu8fPOAyJIAK,0.0,8.0,0.117,-3.869,0.0,69.0,2015-07-31,0.511,Back To Back,Drake,Back To Back,174.008,4.0,audio_features,spotify:track:5lFDtgWsjRJu8fPOAyJIAK,0.373
0.0389,299.0,calvin harris,how deep is your love,0.738,212640.0,0.868,22mek4IiqubGD9ctzxc69s,0.00171,11.0,0.388,-4.373,0.0,76.0,2015-07-17,0.0731,How Deep Is Your Love,Calvin Harris,How Deep Is Your Love,122.003,4.0,audio_features,spotify:track:22mek4IiqubGD9ctzxc69s,0.336
0.856,300.0,justin bieber,love yourself,0.607,233720.0,0.376,50kpGaPAhYJ3sGmk6vplg0,0.0,4.0,0.285,-9.954,1.0,81.0,2015-11-13,0.453,Purpose (Deluxe),Justin Bieber,Love Yourself,102.541,4.0,audio_features,spotify:track:50kpGaPAhYJ3sGmk6vplg0,0.545
0.0865,301.0,justin bieber,sorry,0.605,200787.0,0.768,09CtPGIpYB4BrO8qb1RGsF,0.0,0.0,0.308,-3.724,0.0,79.0,2015-11-13,0.0476,Purpose (Deluxe),Justin Bieber,Sorry,100.209,4.0,audio_features,spotify:track:09CtPGIpYB4BrO8qb1RGsF,0.414
0.00842,302.0,drake,one dance,0.796,173987.0,0.61,1zi7xx7UVEFkmKfv06H8x0,0.00286,1.0,0.351,-5.857,1.0,81.0,2016-05-06,0.0516,Views,Drake,One Dance,103.99,4.0,audio_features,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.391
0.0752,303.0,rihanna,work,0.725,219320.0,0.534,32lmL4vQAAotg6MrJnhlQZ,0.0,11.0,0.0919,-6.238,1.0,67.0,2016-01-28,0.0946,ANTI,Rihanna,Work,91.974,4.0,audio_features,spotify:track:32lmL4vQAAotg6MrJnhlQZ,0.558
0.0462,304.0,twenty one pilots,stressed out,0.734,202333.0,0.637,3CRDbSIZ4r5MsZ0YwxuEkn,2.29e-05,4.0,0.0602,-5.677,0.0,82.0,2015-05-15,0.141,Blurryface,Twenty One Pilots,Stressed Out,169.977,4.0,audio_features,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.648
0.0235,305.0,desiigner,panda,0.72,247867.0,0.748,275a9yzwGB6ncAW4SxY7q3,0.0,10.0,0.369,-5.522,0.0,69.0,2016-02-26,0.393,Panda,Desiigner,Panda,145.22,4.0,audio_features,spotify:track:275a9yzwGB6ncAW4SxY7q3,0.246
0.336,306.0,adele,hello,0.481,295493.0,0.451,4sPmO7WMQUAf45kwMOtONw,0.0,5.0,0.0872,-6.095,0.0,70.0,2016-06-24,0.0347,25,Adele,Hello,157.966,4.0,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.289
0.157,307.0,the chainsmokers,don't let me down,0.532,208373.0,0.869,1i1fxkWeaMmKEB4T7zqbzK,0.00508,11.0,0.136,-5.094,1.0,79.0,2016-02-05,0.172,Don't Let Me Down,The Chainsmokers,Don't Let Me Down,159.803,4.0,audio_features,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,0.422
0.0106,308.0,justin timberlake,can't stop the feeling!,0.669,237547.0,0.832,1WkMMavIMc4JZ8cfMmxHkI,0.0,0.0,0.0968,-5.72,1.0,73.0,2016-09-23,0.0682,TROLLS (Original Motion Picture Soundtrack),Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",113.035,4.0,audio_features,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,0.7
0.414,309.0,the chainsmokers,closer,0.748,244960.0,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8.0,0.111,-5.599,1.0,84.0,2016-07-29,0.0338,Closer,The Chainsmokers,Closer,95.01,4.0,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661
0.0472,310.0,sia,cheap thrills,0.628,211667.0,0.698,3S4px9f4lceWdKf0gWciFu,0.00143,6.0,0.0907,-5.608,0.0,71.0,2016-10-21,0.105,This Is Acting (Deluxe Version),Sia,Cheap Thrills,89.976,4.0,audio_features,spotify:track:3S4px9f4lceWdKf0gWciFu,0.732
0.287,311.0,lukas graham,7 years,0.765,237300.0,0.473,5kqIPrATaCc2LqxVWzQGbk,0.0,10.0,0.391,-5.829,1.0,78.0,2016-04-01,0.0514,Lukas Graham,Lukas Graham,7 Years,119.992,4.0,audio_features,spotify:track:5kqIPrATaCc2LqxVWzQGbk,0.34
0.11,312.0,rihanna,needed me,0.671,191600.0,0.314,1Tt4sE4pXi57mTD1GCzsqm,0.0,5.0,0.0825,-8.091,0.0,71.0,2016-01-28,0.244,ANTI,Rihanna,Needed Me,110.898,4.0,audio_features,spotify:track:1Tt4sE4pXi57mTD1GCzsqm,0.296
0.0215,313.0,flo rida,my house,0.688,192191.0,0.702,6Knv6wdA0luoMUuuoYi2i1,0.0,7.0,0.128,-4.792,0.0,75.0,2015-04-07,0.0499,MY HOUSE,Flo Rida,My House,94.006,4.0,audio_features,spotify:track:6Knv6wdA0luoMUuuoYi2i1,0.74
0.0353,314.0,mike posner,i took a pill in ibiza,0.663,197933.0,0.713,1MtUq6Wp1eQ8PC6BbPCj8P,7.68e-06,7.0,0.0843,-6.647,0.0,72.0,2016-05-06,0.112,"At Night, Alone.",Mike Posner,I Took A Pill In Ibiza - Seeb Remix,101.965,4.0,audio_features,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,0.69
0.103,315.0,fifth harmony,work from home,0.803,214480.0,0.585,4tCtwWceOPWzenK2HAIJSb,3.94e-06,8.0,0.0644,-5.861,1.0,78.0,2016-05-27,0.0432,7/27 (Deluxe),Fifth Harmony,Work from Home (feat. Ty Dolla $ign),105.017,4.0,audio_features,spotify:track:4tCtwWceOPWzenK2HAIJSb,0.593
0.199,316.0,calvin harris,this is what you came for,0.63,222160.0,0.928,0azC730Exh71aQlOt9Zj3y,0.124,9.0,0.148,-2.787,0.0,78.0,2016-04-29,0.0331,This Is What You Came For,Calvin Harris,This Is What You Came For,123.963,4.0,audio_features,spotify:track:0azC730Exh71aQlOt9Zj3y,0.465
0.156,317.0,dnce,cake by the ocean,0.774,219147.0,0.765,76hfruVvmfQbw0eYn1nmeC,0.0,4.0,0.0373,-5.439,0.0,80.0,2016-11-18,0.0502,DNCE,DNCE,Cake By The Ocean,119.001,4.0,audio_features,spotify:track:76hfruVvmfQbw0eYn1nmeC,0.917
0.0186,318.0,g-eazy,"me, myself & i",0.757,251467.0,0.672,40YcuQysJ0KlGQTeGUosTC,0.0,0.0,0.158,-6.524,0.0,76.0,2015-12-04,0.0955,When It's Dark Out,G-Eazy,"Me, Myself & I",111.996,4.0,audio_features,spotify:track:40YcuQysJ0KlGQTeGUosTC,0.382
0.00835,319.0,twenty one pilots,ride,0.645,214507.0,0.713,2Z8WuEywRWYTKe1NybPQEW,0.0,6.0,0.113,-5.355,1.0,81.0,2015-05-15,0.0393,Blurryface,Twenty One Pilots,Ride,74.989,4.0,audio_features,spotify:track:2Z8WuEywRWYTKe1NybPQEW,0.566
0.0841,320.0,twenty one pilots,heathens,0.732,195920.0,0.396,6i0V12jOa3mr6uu4WYhUBr,3.58e-05,4.0,0.105,-9.348,0.0,80.0,2016-06-16,0.0286,Heathens,Twenty One Pilots,Heathens,90.024,4.0,audio_features,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.548
0.117,321.0,zayn malik,pillowtalk,0.584,202747.0,0.7,0PDUDa38GO8lMxLCRc4lL1,0.0,11.0,0.0939,-4.275,1.0,77.0,2016-03-25,0.0456,Mind Of Mine (Deluxe Edition),ZAYN,PILLOWTALK,124.944,4.0,audio_features,spotify:track:0PDUDa38GO8lMxLCRc4lL1,0.438
0.0152,322.0,shawn mendes,stitches,0.746,206880.0,0.754,5jsw9uXEGuKyJzs0boZ1bT,0.0,1.0,0.0486,-6.681,1.0,74.0,2015-04-14,0.067,Handwritten,Shawn Mendes,Stitches,149.882,4.0,audio_features,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,0.764
0.00302,323.0,drake,hotline bling,0.903,267067.0,0.621,0wwPcA6wtMf6HUMpIRdeP7,0.000186,2.0,0.0504,-8.132,1.0,75.0,2016-05-06,0.0578,Views,Drake,Hotline Bling,134.969,4.0,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.553
0.055,324.0,major lazer,cold water,0.602,185360.0,0.797,7zsXy7vlHdItvUSH8EwQss,0.0,6.0,0.187,-5.084,0.0,69.0,2016-07-22,0.0534,Cold Water,Major Lazer,Cold Water,92.928,4.0,audio_features,spotify:track:7zsXy7vlHdItvUSH8EwQss,0.492
0.0415,325.0,adele,send my love (to your new lover),0.69,223080.0,0.524,4BHzQ9C00ceJxfG16AlNWb,3.16e-06,6.0,0.17,-8.39,0.0,70.0,2016-06-24,0.103,25,Adele,Send My Love (To Your New Lover),164.023,4.0,audio_features,spotify:track:4BHzQ9C00ceJxfG16AlNWb,0.562
0.0435,326.0,the chainsmokers,roses,0.713,226739.0,0.802,3vv9phIu6Y1vX3jcqaGz5Z,0.00377,4.0,0.309,-7.055,1.0,72.0,2015-06-16,0.0561,Roses,The Chainsmokers,Roses,100.001,4.0,audio_features,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,0.343
0.106,327.0,shawn mendes,treat you better,0.444,187973.0,0.819,3QGsuHI8jO1Rx4JWLUh9jd,0.0,10.0,0.107,-4.078,0.0,83.0,2017-04-20,0.341,Illuminate,Shawn Mendes,Treat You Better,82.695,4.0,audio_features,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd,0.747
0.0662,328.0,drake,too good,0.82,263373.0,0.641,3BtuIIrQlkujKPuWF2B85z,5.07e-05,4.0,0.102,-7.811,0.0,73.0,2016-05-06,0.116,Views,Drake,Too Good,117.974,4.0,audio_features,spotify:track:3BtuIIrQlkujKPuWF2B85z,0.395
0.337,329.0,future,low life,0.722,313547.0,0.331,7EiZI6JVHllARrX9PUvAdX,0.283,8.0,0.146,-7.789,1.0,74.0,2016-04-13,0.0725,EVOL,Future,Low Life,143.974,4.0,audio_features,spotify:track:7EiZI6JVHllARrX9PUvAdX,0.102
0.61,330.0,justin bieber,what do you mean?,0.837,205680.0,0.571,4B0JvthVoAAuygILe3n4Bs,0.000898,5.0,0.0849,-8.273,0.0,77.0,2015-11-13,0.0922,Purpose (Deluxe),Justin Bieber,What Do You Mean?,125.034,4.0,audio_features,spotify:track:4B0JvthVoAAuygILe3n4Bs,0.801
0.0671,331.0,the weeknd,the hills,0.58,242253.0,0.565,7fBv7CLKzipRk6EC6TWHOB,0.0,0.0,0.135,-7.065,0.0,80.0,2015-08-28,0.0488,Beauty Behind The Madness,The Weeknd,The Hills,112.986,4.0,audio_features,spotify:track:7fBv7CLKzipRk6EC6TWHOB,0.138
0.0114,332.0,pink,just like fire,0.632,215414.0,0.701,7K5dzhGda2vRTaAWYI3hrb,0.0,7.0,0.108,-5.921,1.0,70.0,2016-04-15,0.146,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",162.958,4.0,audio_features,spotify:track:7K5dzhGda2vRTaAWYI3hrb,0.497
0.236,333.0,dram,broccoli,0.886,225205.0,0.525,0qy5D3OJre7SPJNMOL9I71,0.0,8.0,0.057,-7.39,1.0,67.0,2016-04-06,0.132,Broccoli,DRAM,Broccoli,145.99,4.0,audio_features,spotify:track:0qy5D3OJre7SPJNMOL9I71,0.708
0.222,334.0,bryson tiller,don't,0.765,198293.0,0.356,3pXF1nA74528Edde4of9CC,0.0,11.0,0.0963,-5.556,0.0,77.0,2015-10-02,0.196,T R A P S O U L,Bryson Tiller,Don't,97.001,4.0,audio_features,spotify:track:3pXF1nA74528Edde4of9CC,0.19
0.0529,335.0,ariana grande,dangerous woman,0.662,235947.0,0.602,7l94dyN2hX9c6wWcZQuOGJ,0.0,4.0,0.356,-5.369,0.0,78.0,2016-05-20,0.0401,Dangerous Woman,Ariana Grande,Dangerous Woman,133.969,3.0,audio_features,spotify:track:7l94dyN2hX9c6wWcZQuOGJ,0.29
0.0563,336.0,drake,jumpman,0.852,205879.0,0.553,27GmP9AWRs744SzKcpJsTZ,0.0,1.0,0.332,-7.286,1.0,74.0,2015-09-20,0.187,What A Time To Be Alive,Drake,Jumpman,142.072,4.0,audio_features,spotify:track:27GmP9AWRs744SzKcpJsTZ,0.656
0.687,337.0,gnash,"i hate u, i love u",0.492,251034.0,0.275,7vRriwrloYVaoAe3a9wJHe,0.0,6.0,0.101,-13.4,0.0,81.0,2016-03-25,0.3,us,gnash,"i hate u, i love u (feat. olivia o'brien)",92.6,4.0,audio_features,spotify:track:7vRriwrloYVaoAe3a9wJHe,0.18
0.0785,338.0,alessia cara,here,0.376,199453.0,0.821,1wYZZtamWTQAoj8B812uKQ,0.0,0.0,0.0823,-3.974,1.0,65.0,2015-11-13,0.104,Know-It-All (Deluxe),Alessia Cara,Here,120.462,4.0,audio_features,spotify:track:1wYZZtamWTQAoj8B812uKQ,0.331
0.0223,339.0,selena gomez,same old love,0.672,229080.0,0.593,1BZG99C7Co1r6QUC3zaS59,0.0,11.0,0.214,-4.01,0.0,64.0,2015-10-09,0.0304,Revival (Deluxe),Selena Gomez,Same Old Love,98.02,4.0,audio_features,spotify:track:1BZG99C7Co1r6QUC3zaS59,0.438
0.0873,340.0,drake,controlla,0.545,245227.0,0.478,3O8NlPh2LByMU9lSRSHedm,0.0,10.0,0.114,-11.066,0.0,74.0,2016-05-06,0.287,Views,Drake,Controlla,92.326,4.0,audio_features,spotify:track:3O8NlPh2LByMU9lSRSHedm,0.317
0.4,341.0,meghan trainor,like i'm gonna lose you,0.63,225053.0,0.53,2YlZnw2ikdb837oKMKjBkW,0.0,0.0,0.177,-7.259,1.0,78.0,2015-01-09,0.0434,Title (Deluxe),Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),108.038,3.0,audio_features,spotify:track:2YlZnw2ikdb837oKMKjBkW,0.417
0.403,342.0,charlie puth,one call away,0.667,194453.0,0.613,7soJgKhQTO8hLP2JPRkL5O,0.0,1.0,0.115,-5.353,1.0,67.0,2016-01-29,0.0344,Nine Track Mind,Charlie Puth,One Call Away,91.024,4.0,audio_features,spotify:track:7soJgKhQTO8hLP2JPRkL5O,0.47
0.818,343.0,james bay,let it go,0.546,260533.0,0.311,13HVjjWUZFaWilh2QUJKsP,1.65e-05,1.0,0.107,-10.396,1.0,73.0,2014-12-15,0.0288,Chaos And The Calm,James Bay,Let It Go,147.464,4.0,audio_features,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.246
0.0224,344.0,meghan trainor,no,0.827,152862.0,0.658,7fCNUWi6uflDTQ08srxMZk,0.0,6.0,0.0417,-3.846,1.0,71.0,2018-03-01,0.0517,NO EXCUSES,Meghan Trainor,NO EXCUSES,115.016,4.0,audio_features,spotify:track:7fCNUWi6uflDTQ08srxMZk,0.523
0.00312,345.0,zara larsson,never forget you,0.583,213428.0,0.732,6hmhG1b4LEyNuashVvuIAo,9.86e-06,11.0,0.269,-5.728,0.0,77.0,2017-03-17,0.0457,So Good,Zara Larsson,Never Forget You,145.992,4.0,audio_features,spotify:track:6hmhG1b4LEyNuashVvuIAo,0.276
0.0771,346.0,dj snake,let me love you,0.652,205947.0,0.713,0lYBSQXN6rCTvUZvg9S0lU,1.02e-05,8.0,0.144,-5.311,1.0,80.0,2016-08-05,0.0368,Encore,DJ Snake,Let Me Love You,100.023,4.0,audio_features,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,0.152
0.0235,347.0,kent jones,don't mind,0.464,198237.0,0.771,27PmvZoffODNFW2p7ehZTQ,0.0,8.0,0.063,-4.503,1.0,67.0,2016-04-25,0.336,Don't Mind,Kent Jones,Don't Mind,158.777,4.0,audio_features,spotify:track:27PmvZoffODNFW2p7ehZTQ,0.69
0.385,348.0,florida georgia line,h.o.l.y.,0.525,194187.0,0.685,0BCy325UZyR9z0t0uxwn2N,0.0,7.0,0.0731,-3.954,0.0,73.0,2016-08-26,0.0351,Dig Your Roots,Florida Georgia Line,H.O.L.Y.,78.003,4.0,audio_features,spotify:track:0BCy325UZyR9z0t0uxwn2N,0.54
0.621,349.0,charlie puth,we don't talk anymore,0.728,217707.0,0.563,37FXw5QGFN7uwwsLy8uAc0,0.0,1.0,0.179,-8.053,0.0,70.0,2016-01-29,0.134,Nine Track Mind,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),100.017,4.0,audio_features,spotify:track:37FXw5QGFN7uwwsLy8uAc0,0.352
0.0162,350.0,ariana grande,into you,0.623,244453.0,0.734,2meEiZKWkiN28gITzFwQo5,1.9e-06,9.0,0.145,-5.95,1.0,80.0,2016-05-20,0.107,Dangerous Woman,Ariana Grande,Into You,107.853,4.0,audio_features,spotify:track:2meEiZKWkiN28gITzFwQo5,0.372
0.615,351.0,kiiara,gold,0.6,225882.0,0.412,6ZSO7kPn8IMJFymyticbJO,0.0025,8.0,0.134,-9.343,1.0,70.0,2016-03-22,0.344,low kii savage,Kiiara,Gold,113.049,5.0,audio_features,spotify:track:6ZSO7kPn8IMJFymyticbJO,0.408
0.108,352.0,bryson tiller,exchange,0.53,194613.0,0.433,43PuMrRfbyyuz4QpZ3oAwN,0.0,6.0,0.135,-10.598,1.0,78.0,2015-10-02,0.185,T R A P S O U L,Bryson Tiller,Exchange,160.14,4.0,audio_features,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,0.274
0.00256,353.0,fetty wap,679,0.618,196693.0,0.717,5NQbUaeTEOGdD6hHcre0dZ,0.0,7.0,0.625,-5.738,1.0,74.0,2015-06-29,0.318,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),190.05,4.0,audio_features,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,0.603
0.192,354.0,jeremih,oui,0.715,238320.0,0.703,0PJIbOdMs3bd5AT8liULMQ,0.0,5.0,0.113,-3.825,1.0,73.0,2015-12-04,0.0503,Late Nights: The Album,Jeremih,oui,119.749,4.0,audio_features,spotify:track:0PJIbOdMs3bd5AT8liULMQ,0.596
0.0147,355.0,selena gomez,hands to myself,0.811,200680.0,0.499,1LoriJC05IrHIDwj3q0KC1,2.44e-06,5.0,0.342,-7.161,0.0,66.0,2015-10-09,0.118,Revival (Deluxe),Selena Gomez,Hands To Myself,111.016,4.0,audio_features,spotify:track:1LoriJC05IrHIDwj3q0KC1,0.466
0.157,356.0,kevin gates,2 phones,0.895,240000.0,0.681,0wdKiSBUT7aZkXUIdJWcwC,0.0,7.0,0.189,-5.267,0.0,69.0,2016-01-29,0.358,Islah (Deluxe),Kevin Gates,2 Phones,121.918,4.0,audio_features,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,0.554
0.141,357.0,the weeknd,starboy,0.678,230453.0,0.588,7MXVkk9YMctZqd1Srtv4MB,6.35e-06,7.0,0.137,-7.015,1.0,82.0,2016-11-25,0.276,Starboy,The Weeknd,Starboy,186.005,4.0,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.486
0.0173,358.0,dj khaled,for free,0.916,183695.0,0.571,4JDZl9nKIAhAhDjw753u4X,1.11e-06,10.0,0.153,-8.241,0.0,58.0,2016-06-17,0.2,For Free,DJ Khaled,For Free,103.521,4.0,audio_features,spotify:track:4JDZl9nKIAhAhDjw753u4X,0.498
0.453,359.0,flume,never be like you,0.444,234910.0,0.557,5WI2ltQIdwgzf1SNE76JyR,0.0,0.0,0.152,-5.476,1.0,68.0,2016-05-27,0.0602,Skin,Flume,Never Be Like You (feat. Kai),115.058,4.0,audio_features,spotify:track:5WI2ltQIdwgzf1SNE76JyR,0.296
0.0796,360.0,the weeknd,in the night,0.505,235653.0,0.68,25KybV9BOUlvcnv7nN3Pyo,0.0,7.0,0.0465,-4.99,1.0,69.0,2015-08-28,0.0713,Beauty Behind The Madness,The Weeknd,In The Night,168.021,3.0,audio_features,spotify:track:25KybV9BOUlvcnv7nN3Pyo,0.539
0.0962,361.0,meghan trainor,me too,0.934,181240.0,0.694,3KwwE4sgCzMaKWq6QBebmX,1.2e-06,11.0,0.478,-5.849,0.0,70.0,2017-05-12,0.101,Thank You (Deluxe Version),Meghan Trainor,Me Too,123.829,4.0,audio_features,spotify:track:3KwwE4sgCzMaKWq6QBebmX,0.835
0.0183,362.0,elle king,ex's & oh's,0.612,202173.0,0.921,70eDxAyAraNTiD6lx2ZEnH,0.0,7.0,0.0576,-2.879,1.0,71.0,2015-02-13,0.0848,Love Stuff,Elle King,Ex's & Oh's,139.986,4.0,audio_features,spotify:track:70eDxAyAraNTiD6lx2ZEnH,0.453
0.381,363.0,thomas rhett,die a happy man,0.66,227427.0,0.383,5kNe7PE09d6Kvw5pAsx23n,0.0,2.0,0.119,-9.377,1.0,75.0,2015-01-01,0.0304,Tangled Up,Thomas Rhett,Die A Happy Man,83.096,4.0,audio_features,spotify:track:5kNe7PE09d6Kvw5pAsx23n,0.381
0.233,364.0,post malone,white iverson,0.675,256533.0,0.562,6eT7xZZlB2mwyzJ2sUKG6w,0.0,7.0,0.0816,-7.678,1.0,79.0,2016-12-09,0.0352,Stoney (Deluxe),Post Malone,White Iverson,130.098,4.0,audio_features,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,0.309
0.253,365.0,nick jonas,close,0.653,234213.0,0.623,3lSDIJ2abCrOdDJ6pshUap,0.0,6.0,0.144,-5.273,0.0,72.0,2016-06-10,0.082,Last Year Was Complicated,Nick Jonas,Close,123.999,4.0,audio_features,spotify:track:3lSDIJ2abCrOdDJ6pshUap,0.401
0.178,366.0,x ambassadors,unsteady,0.389,193547.0,0.665,7lGKEWMXVWWTt3X71Bv44I,0.000732,0.0,0.116,-6.169,1.0,76.0,2015-06-30,0.0644,VHS,X Ambassadors,Unsteady,117.055,4.0,audio_features,spotify:track:7lGKEWMXVWWTt3X71Bv44I,0.199
0.255,367.0,lil wayne,sucker for pain,0.502,243491.0,0.786,4dASQiO1Eoo3RJvt74FtXB,0.0,9.0,0.65,-4.378,0.0,77.0,2016-06-24,0.317,Sucker For Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",169.021,4.0,audio_features,spotify:track:4dASQiO1Eoo3RJvt74FtXB,0.739
0.00157,368.0,yo gotti,down in the dm,0.776,182733.0,0.662,1LxKKYsJNPeBdOwdudsJzv,2.1e-05,1.0,0.0887,-7.016,0.0,63.0,2016-02-19,0.0489,The Art of Hustle (Deluxe),Yo Gotti,Down In the DM,152.927,4.0,audio_features,spotify:track:1LxKKYsJNPeBdOwdudsJzv,0.324
0.0108,369.0,tory lanez,luv,0.539,228640.0,0.528,16Ah4QqH4mgYVXqfC4mdSd,0.0,11.0,0.117,-8.113,0.0,68.0,2016-08-19,0.252,I Told You,Tory Lanez,LUV,190.169,4.0,audio_features,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,0.252
0.00175,370.0,beyoncé,sorry,0.775,232560.0,0.598,0lnIJmgcUpEpe4AZACjayW,4.44e-06,2.0,0.253,-7.274,1.0,78.0,2016-04-23,0.0535,Lemonade,Beyoncé,Sorry,129.988,4.0,audio_features,spotify:track:0lnIJmgcUpEpe4AZACjayW,0.356
0.112,371.0,the weeknd,can't feel my face,0.705,213520.0,0.769,22VdIZQfgXJea34mQxlt81,0.0,9.0,0.105,-5.526,0.0,77.0,2015-08-28,0.0426,Beauty Behind The Madness,The Weeknd,Can't Feel My Face,107.939,4.0,audio_features,spotify:track:22VdIZQfgXJea34mQxlt81,0.59
0.255,372.0,coldplay,hymn for the weekend,0.49,258827.0,0.743,3RiPr603aXAoi4GHyXx0uy,7.21e-06,0.0,0.3,-5.155,0.0,76.0,2015-12-04,0.0409,A Head Full Of Dreams,Coldplay,Hymn for the Weekend,89.974,4.0,audio_features,spotify:track:3RiPr603aXAoi4GHyXx0uy,0.363
0.0862,373.0,tory lanez,say it,0.546,237787.0,0.529,2Gyc6e2cLxA5hoX1NOvYnU,6.5e-06,11.0,0.124,-10.511,0.0,70.0,2016-08-19,0.0583,I Told You,Tory Lanez,Say It,107.331,4.0,audio_features,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,0.247
0.00767,374.0,travis scott,antidote,0.713,262693.0,0.526,1wHZx0LgzFHyeIZkUydNXq,0.000148,1.0,0.124,-5.046,1.0,75.0,2015-09-04,0.032,Rodeo (Expanded Edition),Travis Scott,Antidote,131.05,4.0,audio_features,spotify:track:1wHZx0LgzFHyeIZkUydNXq,0.131
0.965,375.0,ruth b,lost boy,0.71,275280.0,0.0565,4h0zU3O9R5xzuTmNO7dNDU,0.0,7.0,0.0889,-15.099,1.0,76.0,2015-08-21,0.0534,Lost Boy,Ruth B.,Lost Boy,123.994,4.0,audio_features,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,0.348
0.0513,376.0,ariana grande,side to side,0.65,226160.0,0.736,1pKeFVVUOPjFsOABub0OaV,0.0,6.0,0.235,-5.84,0.0,80.0,2016-05-20,0.229,Dangerous Woman,Ariana Grande,Side To Side,159.174,4.0,audio_features,spotify:track:1pKeFVVUOPjFsOABub0OaV,0.612
0.141,377.0,daya,"sit still, look pretty",0.657,202221.0,0.739,0EGuSSpuu9wmHCtvb4PdLO,0.0,2.0,0.178,-4.081,1.0,69.0,2016-10-07,0.274,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",181.994,4.0,audio_features,spotify:track:0EGuSSpuu9wmHCtvb4PdLO,0.543
0.0709,378.0,taylor swift,wildest dreams,0.553,220440.0,0.664,59HjlYCeBsxdI0fcm3zglw,0.0056,8.0,0.106,-7.417,1.0,64.0,2014-10-27,0.0741,1989,Taylor Swift,Wildest Dreams,140.06,4.0,audio_features,spotify:track:59HjlYCeBsxdI0fcm3zglw,0.467
0.0203,379.0,dj snake,middle,0.586,220573.0,0.701,0g5EKLgdKvNlln7TNqBByK,0.0,1.0,0.055,-5.326,0.0,77.0,2016-08-05,0.0416,Encore,DJ Snake,Middle,104.957,4.0,audio_features,spotify:track:0g5EKLgdKvNlln7TNqBByK,0.254
0.258,380.0,ellie goulding,on my mind,0.702,213445.0,0.705,4nS1sut0R2mgmFitKIShVe,5.93e-06,0.0,0.0879,-6.666,1.0,61.0,2015-11-13,0.0543,Delirium (Deluxe),Ellie Goulding,On My Mind,154.911,4.0,audio_features,spotify:track:4nS1sut0R2mgmFitKIShVe,0.743
0.187,381.0,drake,pop style,0.718,212947.0,0.458,5mPSyjLatqB00IkPqRlbTE,3.43e-06,4.0,0.105,-10.024,0.0,64.0,2016-05-06,0.117,Views,Drake,Pop Style,132.998,4.0,audio_features,spotify:track:5mPSyjLatqB00IkPqRlbTE,0.0514
0.348,382.0,adele,when we were young,0.381,290907.0,0.594,7IWkJwX9C0J7tHurTD7ViL,0.0,3.0,0.0925,-5.97,1.0,72.0,2016-06-24,0.0486,25,Adele,When We Were Young,143.86,4.0,audio_features,spotify:track:7IWkJwX9C0J7tHurTD7ViL,0.273
0.225,383.0,daya,hide away,0.885,192376.0,0.801,0uyZ5ckiIUbFZd3P6RWmrj,1.65e-06,11.0,0.0733,-4.716,0.0,66.0,2016-10-07,0.0882,"Sit Still, Look Pretty",Daya,Hide Away,95.011,4.0,audio_features,spotify:track:0uyZ5ckiIUbFZd3P6RWmrj,0.466
